"ObsID"	"Town_Region"	"Village"	"Date"	"Year"	"Month"	"Day"	"Latitude"	"Longitude"	"Country"	"Confidence"	"Status"	"NumPosAg"	"NumTestAg"	"PropAg"	"NumPosAb"	"NumTestAb"	"PropAb"	"Genus"	"Species"	"DiagnosticMethod"	"Target"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Human_Random_Survey"	"Notes"
205	"NA"	"Nsamouna"	"NA"	1981	"NA"	"NA"	-4.348	14.617	"Congo"	"NA"	"negative"	"NA"	"NA"	"NA"	0	46	0	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"NA"	"Talani_Konongo_1999"	"Talani P, Konongo J, Gromyko A, Nanga-Maniane J, Yala F, Bodzongo D. Prévalence des anticorps anti-fievres hémorragiques d’origine virale dans la région du Pool (Congo-Brazzaville). Médecine d'Afrique Noire. 1999;46(8-9):424-7."	"NA"	"F"	"Methods from Wulff and Lange 1975. Indirect immunofluorescence for the diagnosis of Lassa fever infection. WHO Bulletin. Only tested unvaccinated children. "
206	"NA"	"Yangui"	"NA"	1981	"NA"	"NA"	-4.288	14.657	"Congo"	"NA"	"negative"	"NA"	"NA"	"NA"	3	85	0.035294118	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"NA"	"Talani_Konongo_1999"	"Talani P, Konongo J, Gromyko A, Nanga-Maniane J, Yala F, Bodzongo D. Prévalence des anticorps anti-fievres hémorragiques d’origine virale dans la région du Pool (Congo-Brazzaville). Médecine d'Afrique Noire. 1999;46(8-9):424-7."	"NA"	"F"	"Methods from Wulff and Lange 1975. Indirect immunofluorescence for the diagnosis of Lassa fever infection. WHO Bulletin. Only tested unvaccinated children. "
207	"NA"	"Manieto"	"NA"	1981	"NA"	"NA"	-4.28	15.052	"Congo"	"NA"	"negative"	"NA"	"NA"	"NA"	1	47	0.021276596	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"NA"	"Talani_Konongo_1999"	"Talani P, Konongo J, Gromyko A, Nanga-Maniane J, Yala F, Bodzongo D. Prévalence des anticorps anti-fievres hémorragiques d’origine virale dans la région du Pool (Congo-Brazzaville). Médecine d'Afrique Noire. 1999;46(8-9):424-7."	"NA"	"F"	"Methods from Wulff and Lange 1975. Indirect immunofluorescence for the diagnosis of Lassa fever infection. WHO Bulletin. Only tested unvaccinated children. "
208	"NA"	"Mbamou"	"NA"	1981	"NA"	"NA"	-4.279	14.88	"Congo"	"NA"	"negative"	"NA"	"NA"	"NA"	1	56	0.017857143	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"NA"	"Talani_Konongo_1999"	"Talani P, Konongo J, Gromyko A, Nanga-Maniane J, Yala F, Bodzongo D. Prévalence des anticorps anti-fievres hémorragiques d’origine virale dans la région du Pool (Congo-Brazzaville). Médecine d'Afrique Noire. 1999;46(8-9):424-7."	"NA"	"F"	"Methods from Wulff and Lange 1975. Indirect immunofluorescence for the diagnosis of Lassa fever infection. WHO Bulletin. Only tested unvaccinated children. "
209	"NA"	"Mayanou"	"NA"	1981	"NA"	"NA"	-4.447	14.883	"Congo"	"NA"	"negative"	"NA"	"NA"	"NA"	0	46	0	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"NA"	"Talani_Konongo_1999"	"Talani P, Konongo J, Gromyko A, Nanga-Maniane J, Yala F, Bodzongo D. Prévalence des anticorps anti-fievres hémorragiques d’origine virale dans la région du Pool (Congo-Brazzaville). Médecine d'Afrique Noire. 1999;46(8-9):424-7."	"NA"	"F"	"Methods from Wulff and Lange 1975. Indirect immunofluorescence for the diagnosis of Lassa fever infection. WHO Bulletin. Only tested unvaccinated children. "
210	"NA"	"Kibouende"	"NA"	1981	"NA"	"NA"	-4.311	15.184	"Congo"	"NA"	"negative"	"NA"	"NA"	"NA"	0	42	0	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"NA"	"Talani_Konongo_1999"	"Talani P, Konongo J, Gromyko A, Nanga-Maniane J, Yala F, Bodzongo D. Prévalence des anticorps anti-fievres hémorragiques d’origine virale dans la région du Pool (Congo-Brazzaville). Médecine d'Afrique Noire. 1999;46(8-9):424-7."	"NA"	"F"	"Methods from Wulff and Lange 1975. Indirect immunofluorescence for the diagnosis of Lassa fever infection. WHO Bulletin. Only tested unvaccinated children. "
211	"NA"	"Du"	"NA"	1972	"NA"	"NA"	9.839794	8.913496	"Nigeria"	"NA"	"negative"	0	7	0	0	0	"NA"	"Mastomys"	"natalensis"	"Isolation, CF"	"Ag"	"Google Earth search"	"Wulff_Fabiyi_1975"	"Wulff H, Fabiyi A, Monath TP. Recent isolations of Lassa virus from Nigerian rodents. Bulletin of the World Health Organization. 1975;52(4-6):609."	"NA"	"F"	"NA"
212	"Benue plateau"	"Ner-Pankshin"	"NA"	1972	"NA"	"NA"	9.33	9.45	"Nigeria"	"high"	"positive"	5	20	0.25	0	0	"NA"	"Mastomys"	"natalensis"	"Isolation, CF"	"Ag"	"Fichet-Calvet_Rogers_2009"	"Wulff_Fabiyi_1975"	"Wulff H, Fabiyi A, Monath TP. Recent isolations of Lassa virus from Nigerian rodents. Bulletin of the World Health Organization. 1975;52(4-6):609."	"NA"	"F"	"NA"
213	"NA"	"Rukuba"	"NA"	1972	"NA"	"NA"	9.927869	8.901771	"Nigeria"	"NA"	"negative"	0	2	0	0	0	"NA"	"Mastomys"	"natalensis"	"Isolation, CF"	"Ag"	"Google Earth search"	"Wulff_Fabiyi_1975"	"Wulff H, Fabiyi A, Monath TP. Recent isolations of Lassa virus from Nigerian rodents. Bulletin of the World Health Organization. 1975;52(4-6):609."	"NA"	"F"	"NA"
214	"NA"	"Miango"	"NA"	1973	"NA"	"NA"	9.849939	8.68344	"Nigeria"	"NA"	"negative"	0	1	0	0	0	"NA"	"Mastomys"	"natalensis"	"Isolation, CF"	"Ag"	"Google Earth search"	"Wulff_Fabiyi_1975"	"Wulff H, Fabiyi A, Monath TP. Recent isolations of Lassa virus from Nigerian rodents. Bulletin of the World Health Organization. 1975;52(4-6):609."	"NA"	"F"	"NA"
215	"NA"	"Vom"	"NA"	1973	"NA"	"NA"	9.74	8.81	"Nigeria"	"NA"	"negative"	0	2	0	0	0	"NA"	"Mastomys"	"natalensis"	"Isolation, CF"	"Ag"	"Google Earth search"	"Wulff_Fabiyi_1975"	"Wulff H, Fabiyi A, Monath TP. Recent isolations of Lassa virus from Nigerian rodents. Bulletin of the World Health Organization. 1975;52(4-6):609."	"NA"	"F"	"NA"
216	"Lofa"	"Gbanwei"	"NA"	1980	9	"NA"	7.513232	-9.785626	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	32	391	0.081841432	"Homo"	"sapiens"	"IFA"	"IgG"	"Yalley-Ogunro_Frame_1984: Coordinates interpolated from map -  Phebe and Ganta used as base points"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
217	"Lofa"	"Gbanwei"	"NA"	1982	1	"NA"	7.513232	-9.785626	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	13	162	0.080246914	"Homo"	"sapiens"	"IFA"	"IgG"	"Yalley-Ogunro_Frame_1984: Coordinates interpolated from map -  Phebe and Ganta used as base points"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
218	"Lofa"	"Yapoa"	"NA"	"1980-1982"	"NA"	"NA"	7.440117	-9.7228	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	2	212	0.009433962	"Homo"	"sapiens"	"IFA"	"IgG"	"Yalley-Ogunro_Frame_1984: Coordinates interpolated from map -  Phebe and Ganta used as base points"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
219	"Lofa"	"Zuwulo"	"NA"	1980	9	"NA"	7.91	-9.520278	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	12	293	0.040955631	"Homo"	"sapiens"	"IFA"	"IgG"	"http://geonames.nga.mil/namesgaz/"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
220	"Lofa"	"Zuwulo"	"NA"	1982	1	"NA"	7.91	-9.520278	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	6	128	0.046875	"Homo"	"sapiens"	"IFA"	"IgG"	"http://geonames.nga.mil/namesgaz/"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
221	"Lofa"	"Balagualazu"	"NA"	"1980-1982"	"NA"	"NA"	7.581362	-10.06698	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	12	392	0.030612245	"Homo"	"sapiens"	"IFA"	"IgG"	"Yalley-Ogunro_Frame_1984: Coordinates interpolated from map -  Phebe and Ganta used as base points"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
222	"Lofa"	"Foya Kamara"	"NA"	1981	"NA"	"NA"	8.36	-10.21	"Liberia"	"NA"	"positive"	"NA"	"NA"	"NA"	12	85	0.141176471	"Homo"	"sapiens"	"IFA"	"IgG"	"Fichet-Calvet_Rogers_2009"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
223	"NA"	"Borlelo"	"NA"	1981	"NA"	"NA"	8.141355	-10.673393	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	7	138	0.050724638	"Homo"	"sapiens"	"IFA"	"IgG"	"Yalley-Ogunro_Frame_1984: Coordinates interpolated from map -  Phebe and Ganta used as base points"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
224	"Montserrado"	"Farwein"	"NA"	"1980-1982"	"NA"	"NA"	"NA"	"NA"	"Liberia"	"NA"	"negative"	"NA"	"NA"	"NA"	2	47	0.042553191	"Homo"	"sapiens"	"IFA"	"IgG"	"Yalley-Ogunro_Frame_1984: Coordinates interpolated from map -  Phebe and Ganta used as base points"	"Yalley-Ogunro_Frame_1984"	"Yalley-Ogunro JE, Frame JD, Hanson AP. Endemic Lassa fever in Liberia. VI. Village serological surveys for evidence of Lassa virus activity in Lofa County, Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1984 Jan 1;78(6):764-70."	"10.1016/0035-9203(84)90013-0"	"T"	"NA"
225	"Lofa"	"Foya Kamara hosp."	"NA"	1977	"NA"	"NA"	8.359	-10.206	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	8	35	0.22857	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Tested hospital staff"
226	"Lofa"	"Zorzor hosp."	"NA"	1977	"NA"	"NA"	7.7761	-9.4335	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	12	95	0.12632	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Tested hospital staff"
227	"Montserrado"	"Paynesville (ELWA hosp.)"	"NA"	"1976-1977"	"NA"	"NA"	6.241	-10.6958	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	5	92	0.05435	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Tested hospital staff"
228	"Bong"	"Suakoko (Phebe hosp.)"	"NA"	"1976-1977"	"NA"	"NA"	7.02806	-9.55337	"Liberia"	"high"	"positive"	"NA"	"NA"	"NA"	24	236	0.10169	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Tested hospital staff"
229	"Nimba"	"Ganta hosp."	"NA"	1977	"NA"	"NA"	7.23493	-8.97783	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	4	59	0.06779	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Tested hospital staff"
230	"Nimba"	"Yekepa hosp. (=New Yekepa)"	"NA"	1977	"NA"	"NA"	7.577416	-8.539978	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	4	82	0.04878	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Coordinates came from the center of Yekepa, as the hospital is no longer present. Tested hospital staff"
231	"Bong"	"Bong mine hosp."	"NA"	1977	"NA"	"NA"	6.80736	-10.357208	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	3	74	0.04054	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Tested hospital staff"
232	"Grand Bassa"	"Buchanan hosp."	"NA"	1977	"NA"	"NA"	5.890522	-10.035095	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	4	62	0.064516	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Coordinates came from an arbitrary point in the city of Buchanan, as the hospital is no longer present. Tested hospital staff"
233	"Montserrado"	"Monrovia hosp."	"NA"	1977	"NA"	"NA"	6.287249	-10.773917	"Liberia"	"high"	"negative"	"NA"	"NA"	"NA"	7	109	0.06422	"Homo"	"sapiens"	"IFA"	"Ab - not specified"	"Google Earth search"	"Frame_1979"	"Frame JD, Casals J, Dennis EA. Lassa virus antibodies in hospital personnel in western Liberia. Transactions of the Royal Society of Tropical Medicine and Hygiene. 1979 Jan 1;73(2):219-24."	"10.1016/0035-9203(79)90218-9"	"F"	"Tested hospital staff"
234	"TiassalÔøΩ"	"Ahouakro"	"NA"	"2003-2005"	"NA"	"NA"	6.128333333	-4.8925	"Ivory Coast"	"high"	"negative"	0	221	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020893"	"F"	"NA"
235	"Duekoue"	"Blodi"	"NA"	"2003-2005"	"NA"	"NA"	6.794166667	-7.295833333	"Ivory Coast"	"high"	"negative"	0	97	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020894"	"F"	"NA"
236	"Divo"	"Gbagroube"	"NA"	"2003-2005"	"NA"	"NA"	5.809166667	-5.498055556	"Ivory Coast"	"high"	"negative"	0	164	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020895"	"F"	"NA"
237	"NA"	"Kotokossou"	"NA"	"2003-2005"	"NA"	"NA"	7.071111111	-3.128333333	"Ivory Coast"	"high"	"negative"	0	12	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020896"	"F"	"NA"
238	"Gagnoa"	"Menekre"	"NA"	"2003-2005"	"NA"	"NA"	6.184166667	-6.07	"Ivory Coast"	"high"	"negative"	0	104	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020897"	"F"	"NA"
239	"Bondoukou"	"Sanguiebo"	"NA"	"2003-2005"	"NA"	"NA"	8.171388889	-2.610277778	"Ivory Coast"	"high"	"negative"	0	128	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020898"	"F"	"NA"
240	"Abengourou"	"Touzoukro"	"NA"	"2003-2005"	"NA"	"NA"	6.745833333	-3.368333333	"Ivory Coast"	"high"	"negative"	0	3	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020899"	"F"	"NA"
241	"NA"	"Natorduori"	"NA"	"2010-2011"	"NA"	"NA"	10.25816667	-2.626	"Ghana"	"NA"	"negative"	0	33	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
242	"Northern"	"Bowena"	"NA"	"2010-2011"	"NA"	"NA"	9.547	-1.6325	"Ghana"	"NA"	"negative"	0	59	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
243	"Northern"	"Teanoba"	"NA"	"2010-2011"	"NA"	"NA"	10.395	-0.366	"Ghana"	"NA"	"negative"	0	1	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
244	"Northern"	"Jirandogo"	"NA"	"2010-2011"	"NA"	"NA"	8.347166667	-0.345833333	"Ghana"	"NA"	"negative"	0	14	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
245	"Brong Ahafo"	"Amomaso"	"NA"	"2010-2011"	"NA"	"NA"	7.122666667	-2.327666667	"Ghana"	"NA"	"negative"	0	10	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
246	"Ashanti"	"Ankaakur"	"NA"	"2010-2011"	"NA"	"NA"	6.176	-1.792666667	"Ghana"	"NA"	"negative"	0	0	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
247	"Eastern"	"Ehiawenwu"	"NA"	"2010-2011"	"NA"	"NA"	6.4495	-0.851833333	"Ghana"	"NA"	"negative"	0	3	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
248	"Upper East"	"Doninga"	"NA"	"2010-2011"	"NA"	"NA"	10.61933333	-1.421833333	"Ghana"	"NA"	"negative"	0	32	0	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"PCR"	"NA"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"F"	"Trapping conducted during the rainy season"
