"ObsID"	"Town_Region"	"Village"	"Year"	"Latitude"	"Longitude"	"Country"	"NumPosVirus"	"NumTestVirus"	"PropVirus"	"Virus_Diagnostic_Method"	"NumPosAb"	"NumTestAb"	"PropAb"	"Ab_Diagnostic_Method"	"Antibody_Target"	"Genus"	"Species"	"lat-lon-source"	"Source"	"Citation"	"DOI"	"Bibtex"	"Survey_Notes"	"Housing_Notes"
47	"NA"	"Soromba"	2009	10.58916667	-7.155833333	"Mali"	6	25	0.24	"PCR"	12	25	0.48	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
48	"NA"	"Soromba"	2010	10.58916667	-7.155833333	"Mali"	2	21	0.095238095	"PCR"	6	21	0.285714286	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
49	"NA"	"Soromba"	2012	10.58916667	-7.155833333	"Mali"	2	13	0.153846154	"PCR"	2	13	0.153846154	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
50	"NA"	"Komina"	2010	10.61638889	-7.158333333	"Mali"	0	12	0	"PCR"	3	12	0.25	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
51	"NA"	"Komina"	2012	10.61638889	-7.158333333	"Mali"	1	7	0.142857143	"PCR"	0	7	0	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
52	"NA"	"Minzaga"	2012	10.52388889	-7.248055556	"Mali"	0	12	0	"PCR"	0	12	0	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
53	"NA"	"Banzana"	2012	10.52388889	-7.248055556	"Mali"	0	28	0	"PCR"	1	28	0.035714286	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
54	"NA"	"Bamba"	2012	10.38305556	-7.151666667	"Mali"	7	35	0.2	"PCR"	6	35	0.171428571	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
55	"NA"	"Ouoma"	2012	10.39722222	-7.259166667	"Mali"	1	16	0.0625	"PCR"	5	16	0.3125	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
56	"NA"	"Flalaba"	2012	10.69166667	-7.364722222	"Mali"	0	34	0	"PCR"	0	33	0	"ELISA"	"IgG"	"Mastomys"	"natalensis"	"Safronetz_Sogoba_2013"	"Safronetz_Sogoba_2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.3201/eid1607.100146"	"safronetz2010detection"	"NA"	"NA"
57	"Benue plateau"	"Ner-Pankshin"	1972	9.33	9.45	"Nigeria"	5	20	0.25	"CF, Isolation"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Fichet-Calvet_Rogers_2009"	"Wulff_Fabiyi_1975"	"Wulff H, Fabiyi A, Monath TP. Recent isolations of Lassa virus from Nigerian rodents. Bulletin of the World Health Organization. 1975;52(4-6):609."	"NA"	"wulff1975recent"	"NA"	"NA"
58	"TiassalÔøΩ"	"Ahouakro"	"2003-2005"	6.128333333	-4.8925	"Ivory Coast"	0	221	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020893"	"coulibaly2011novel"	"NA"	"NA"
59	"Duekoue"	"Blodi"	"2003-2005"	6.794166667	-7.295833333	"Ivory Coast"	0	97	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020894"	"coulibaly2011novel"	"NA"	"NA"
60	"Divo"	"Gbagroube"	"2003-2005"	5.809166667	-5.498055556	"Ivory Coast"	0	164	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020895"	"coulibaly2011novel"	"NA"	"NA"
61	"NA"	"Kotokossou"	"2003-2005"	7.071111111	-3.128333333	"Ivory Coast"	0	12	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020896"	"coulibaly2011novel"	"NA"	"NA"
62	"Gagnoa"	"Menekre"	"2003-2005"	6.184166667	-6.07	"Ivory Coast"	0	104	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020897"	"coulibaly2011novel"	"NA"	"NA"
63	"Bondoukou"	"Sanguiebo"	"2003-2005"	8.171388889	-2.610277778	"Ivory Coast"	0	128	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020898"	"coulibaly2011novel"	"NA"	"NA"
64	"Abengourou"	"Touzoukro"	"2003-2005"	6.745833333	-3.368333333	"Ivory Coast"	0	3	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-NGolo_Allali_2011"	"Coulibaly-N'Golo D, Allali B, Kouassi SK, Fichet-Calvet E, Becker-Ziaja B, Rieger T, Ölschläger S, Dosso H, Denys C, Ter Meulen J, Akoua-Koffi C. Novel arenavirus sequences in Hylomyscus sp. and Mus (Nannomys) setulosus from Cote d'Ivoire: implications for evolution of arenaviruses in Africa. PloS one. 2011;6(6)."	"10.1371/journal.pone.0020899"	"coulibaly2011novel"	"NA"	"NA"
65	"NA"	"Natorduori"	"2010-2011"	10.25816667	-2.626	"Ghana"	0	33	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
66	"Northern"	"Bowena"	"2010-2011"	9.547	-1.6325	"Ghana"	0	59	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
67	"Northern"	"Teanoba"	"2010-2011"	10.395	-0.366	"Ghana"	0	1	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
68	"Northern"	"Jirandogo"	"2010-2011"	8.347166667	-0.345833333	"Ghana"	0	14	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
69	"Brong Ahafo"	"Amomaso"	"2010-2011"	7.122666667	-2.327666667	"Ghana"	0	10	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
70	"Ashanti"	"Ankaakur"	"2010-2011"	6.176	-1.792666667	"Ghana"	0	0	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
71	"Eastern"	"Ehiawenwu"	"2010-2011"	6.4495	-0.851833333	"Ghana"	0	3	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
72	"Upper East"	"Doninga"	"2010-2011"	10.61933333	-1.421833333	"Ghana"	0	32	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
73	"Brong Ahafo"	"Mangoase"	"2010-2011"	7.9685	-1.663166667	"Ghana"	0	40	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
74	"Brong Ahafo"	"Monkwo"	"2010-2011"	7.674166667	-0.633	"Ghana"	0	17	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann_Nimo-Paintsil_2013"	"Kronmann KC, Nimo-Paintsil S, Guirguis F, Kronmann LC, Bonney K, Obiri-Danso K, Ampofo W, Fichet-Calvet E. Two novel arenaviruses detected in pygmy mice, Ghana. Emerging infectious diseases. 2013 Nov;19(11):1832."	"10.3201/eid1911.121491"	"kronmann2013two"	"NA"	"NA"
75	"NA"	"Worogui"	"2016 -2017"	8.883947222	2.671825	"Benin"	0	3	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Yadouleton_Agolinou_2019"	"Yadouleton_Agolinou_2019"	"Yadouleton A, Agolinou A, Kourouma F, Saizonou R, Pahlmann M, Bedié SK, Bankolé H, Becker-Ziaja B, Gbaguidi F, Thielebein A, Magassouba NF. Lassa Virus in Pygmy Mice, Benin, 2016–2017. Emerging infectious diseases. 2019 Oct;25(10):1977."	"10.3201/eid2510.180523"	"yadouleton2019lassa"	"NA"	"NA"
76	"NA"	"Yambouan"	"2016 -2017"	8.973844444	2.750744444	"Benin"	0	3	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"Yadouleton_Agolinou_2019"	"Yadouleton_Agolinou_2019"	"Yadouleton A, Agolinou A, Kourouma F, Saizonou R, Pahlmann M, Bedié SK, Bankolé H, Becker-Ziaja B, Gbaguidi F, Thielebein A, Magassouba NF. Lassa Virus in Pygmy Mice, Benin, 2016–2017. Emerging infectious diseases. 2019 Oct;25(10):1977."	"10.3201/eid2510.180523"	"yadouleton2019lassa"	"NA"	"NA"
77	"Pita"	"Gagal"	"2002-2005"	11.0833333	-12.2833333	"Guinea"	0	11	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
78	"Faranah"	"Gbetaya"	"2002-2005"	9.84	-11.0333333	"Guinea"	5	42	0.119047619047619	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
79	"Faranah"	"Bantou"	"2002-2005"	10.0666667	-10.5833333	"Guinea"	44	294	0.149659863945578	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
80	"Faranah"	"Tanganya"	"2002-2005"	10	-10.9666667	"Guinea"	31	217	0.142857142857143	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
81	"Macenta"	"Sangassou"	"2002-2005"	8.6	-9.4666667	"Guinea"	0	14	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
82	"Gueckedou"	"Denguedou"	"2002-2005"	8.4927778	-10.4452778	"Guinea"	16	104	0.153846153846154	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
83	"Yomou"	"Bamakama"	"2002-2005"	7.7163889	-9.2686111	"Guinea"	0	35	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
84	"Nzerekore"	"Bhoita"	"2002-2005"	8.0833333	-8.9144444	"Guinea"	0	24	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
85	"Kankan"	"Franfina"	"2002-2005"	9.6333333	-8.9433333	"Guinea"	0	70	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
86	"Kankan"	"Kodoko"	"2002-2005"	10.5	-9.0166667	"Guinea"	0	9	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
87	"Siguiri"	"Saourou"	"2002-2006"	11.5166667	-9	"Guinea"	0	33	0	"PCR"	"NA"	"NA"	"NA"	"NA"	"NA"	"Mastomys"	"natalensis"	"EFC database"	"Lecompte_Fichet-Calvet_2006"	"Lecompte E, Fichet-Calvet E, Daffis S, Koulémou K, Sylla O, Kourouma F, Doré A, Soropogui B, Aniskin V, Allali B, Kan SK. Mastomys natalensis and lassa fever, West Africa. Emerging infectious diseases. 2006 Dec;12(12):1971."	"10.3201/eid1212.060812"	"lecompte2006mastomys"	"Number of rodents that were tested from EFC (Fichet-Calvet, 2014)"	"NA"
88	"Yomou"	"Bamakama"	2000	"7.7163889"	"-9.2686111"	"Guinea"	"NA"	"NA"	"NA"	"NA"	4	26	0.153846154	"IFA"	"IgG"	"Homo"	"sapiens"	"EFC database"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
89	"Gu√©ck√©dou"	"Bandadou"	2000	8.966667	-10.516667	"Guinea"	"NA"	"NA"	"NA"	"NA"	1	41	0.024390244	"IFA"	"IgG"	"Homo"	"sapiens"	"Coords interpolated with Figure 1 map. Bandadou is focal point 1, Dieke is focal point 2"	"Kerneis_Koivogui_2009"	"Kernéis S, Koivogui L, Magassouba NF, Koulemou K, Lewis R, Aplogan A, Grais RF, Guerin PJ, Fichet-Calvet E. Prevalence and risk factors of Lassa seropositivity in inhabitants of the forest region of Guinea: a cross-sectional study. PLoS neglected tropical diseases. 2009 Nov;3(11)."	"10.1371/journal.pntd.0000548 "	"kerneis2009prevalence"	"Villages in prefectures of Gueckedou, Lola, and Yomou selected with probability proportional to population size. First household selected at random, successive households selected by a nearest-neighbor approach. From each household, one individual randomly selected for sero-survey. "	"NA"
